id,customer_id,store_id,employee_id,order_channel,status,subtotal,discount_amount,total_amount,order_date
358,30,5,6,online,completed,75.87,0.0,75.87,2025-03-20 20:05:29
359,30,5,6,app,completed,352.08,0.0,352.08,2025-06-24 18:45:00
360,30,5,6,app,refunded,31.41,0.0,31.41,2025-01-29 19:48:05
361,30,5,6,phone,completed,164.68,0.0,164.68,2026-02-10 15:00:16
362,31,2,9,online,completed,394.26,0.0,394.26,2026-02-23 19:17:14
363,31,4,5,in_store,completed,292.82,0.0,292.82,2025-04-05 18:32:50
364,31,2,3,online,completed,174.91,0.0,174.91,2025-12-26 19:38:50
365,31,2,9,in_store,completed,544.98,0.0,544.98,2025-11-04 12:40:51
366,31,2,9,online,completed,406.48,37.82,368.66,2026-04-01 20:09:38
367,31,2,9,in_store,completed,164.68,0.0,164.68,2026-02-23 18:30:33
368,31,3,4,online,completed,344.74,0.0,344.74,2025-12-24 16:22:38
369,32,4,5,in_store,completed,429.12,0.0,429.12,2026-01-17 16:57:24
370,32,4,5,online,completed,271.71,0.0,271.71,2026-02-12 11:43:40
371,32,4,5,online,completed,313.37,0.0,313.37,2026-03-22 12:21:47
372,32,4,5,app,completed,264.66,0.0,264.66,2025-08-30 14:03:45
373,32,5,6,online,completed,657.14,0.0,657.14,2025-05-23 10:21:36
374,32,4,5,in_store,completed,533.43,18.4,515.03,2025-11-08 19:32:03
375,33,5,6,in_store,completed,874.83,0.0,874.83,2025-11-10 10:16:43
376,33,5,6,in_store,completed,248.58,0.0,248.58,2025-08-02 14:40:21
377,33,2,9,in_store,completed,342.66,0.0,342.66,2026-04-07 16:42:44
378,33,5,6,app,completed,338.02,0.0,338.02,2025-09-19 16:53:32
379,33,3,4,app,completed,319.47,0.0,319.47,2025-02-04 19:13:52
380,33,5,6,online,completed,472.14,0.0,472.14,2026-02-27 19:41:20
381,33,5,6,in_store,completed,83.38,0.0,83.38,2025-11-06 15:05:55
382,33,5,6,in_store,completed,97.15,0.0,97.15,2026-03-13 19:36:50
383,34,4,5,online,completed,526.69,0.0,526.69,2025-08-27 13:10:19
384,34,4,5,in_store,completed,501.06,0.0,501.06,2025-05-26 14:09:28
385,34,4,5,in_store,completed,567.82,0.0,567.82,2026-01-04 15:02:31
386,34,1,8,in_store,completed,116.62,0.0,116.62,2026-03-29 10:36:46
387,34,4,5,online,completed,283.17,0.0,283.17,2026-01-01 15:06:41
388,34,4,5,online,completed,270.17,0.0,270.17,2025-08-02 11:05:51
389,35,2,3,online,completed,96.82,0.0,96.82,2025-01-29 08:53:22
390,35,2,3,app,completed,793.84,0.0,793.84,2025-04-30 16:02:30
391,35,2,3,online,completed,111.06,0.0,111.06,2025-12-23 09:08:25
392,35,2,3,in_store,completed,398.74,0.0,398.74,2025-09-09 09:52:54
393,35,2,9,in_store,completed,385.77,0.0,385.77,2025-11-15 11:07:18
394,36,5,6,online,cancelled,89.03,0.0,89.03,2025-08-17 10:22:35
395,36,2,9,online,completed,206.75,0.0,206.75,2025-04-13 19:56:07
396,36,5,6,app,completed,180.92,12.05,168.87,2026-04-01 13:16:51
397,36,5,6,in_store,completed,495.11,0.0,495.11,2025-06-20 18:27:23
398,36,2,3,phone,completed,115.64,0.0,115.64,2025-02-09 13:52:20
399,37,1,2,online,completed,154.98,0.0,154.98,2025-07-15 12:20:34
400,37,1,7,online,completed,129.04,0.0,129.04,2025-08-05 19:11:29
401,37,1,7,app,completed,108.57,0.0,108.57,2025-01-18 19:45:50
402,38,4,5,app,completed,119.26,0.0,119.26,2025-03-31 20:14:31
403,38,3,4,online,completed,297.96,0.0,297.96,2026-01-10 14:52:31
404,38,3,10,online,completed,498.12,0.0,498.12,2025-08-10 14:12:06
405,38,3,10,app,completed,78.74,0.0,78.74,2025-09-03 12:29:01
406,38,3,4,app,completed,555.03,0.0,555.03,2025-01-01 16:32:23
407,38,3,10,in_store,completed,185.46,0.0,185.46,2025-03-25 18:35:59
408,38,3,4,online,completed,1093.97,0.0,1093.97,2025-06-27 14:22:55
409,38,3,4,in_store,completed,169.23,0.0,169.23,2026-01-21 19:34:37
410,39,1,2,online,completed,183.86,0.0,183.86,2025-11-20 10:53:37
411,39,1,2,phone,completed,518.76,0.0,518.76,2025-09-24 21:22:23
412,39,5,6,online,completed,336.72,67.33,269.39,2025-07-22 21:12:10
413,39,2,3,online,completed,100.54,0.0,100.54,2025-11-24 11:42:00
414,39,1,7,in_store,completed,161.76,0.0,161.76,2025-06-06 12:49:20
415,39,1,2,online,completed,112.32,0.0,112.32,2026-02-28 10:17:18
416,39,4,5,online,completed,693.53,0.0,693.53,2025-01-06 18:56:11
417,40,5,6,in_store,completed,127.5,0.0,127.5,2025-10-31 14:23:15
418,40,5,6,online,completed,297.96,0.0,297.96,2025-08-31 18:53:01
419,40,4,5,online,completed,37.24,0.0,37.24,2025-01-14 17:13:36
420,40,5,6,online,completed,615.85,0.0,615.85,2026-01-06 21:16:55
421,40,5,6,app,completed,226.43,0.0,226.43,2025-11-11 17:19:41
422,40,5,6,online,completed,230.19,0.0,230.19,2025-12-23 13:46:26
423,41,4,5,in_store,completed,347.9,0.0,347.9,2025-11-04 11:54:25
424,41,4,5,online,completed,621.56,0.0,621.56,2026-01-17 12:46:18
425,41,4,5,app,completed,27.43,0.0,27.43,2025-12-25 11:22:08
426,41,5,6,in_store,completed,631.22,0.0,631.22,2025-10-16 17:20:35
427,42,1,8,in_store,completed,690.01,0.0,690.01,2025-05-23 18:07:33
428,42,1,2,online,completed,98.44,0.0,98.44,2026-03-25 16:55:00
429,42,3,4,in_store,completed,219.22,0.0,219.22,2025-10-13 12:14:24
430,42,1,7,phone,completed,135.41,0.0,135.41,2025-03-10 18:06:16
431,42,1,8,online,completed,46.46,0.0,46.46,2025-09-26 15:24:10
432,42,1,2,online,completed,368.4,0.0,368.4,2025-09-03 19:38:42
433,43,4,5,app,completed,51.0,0.0,51.0,2025-03-07 10:32:31
434,43,4,5,app,completed,303.48,0.0,303.48,2025-11-17 09:31:38
435,43,4,5,in_store,completed,570.33,47.34,522.99,2025-07-22 19:26:42
436,44,4,5,in_store,completed,751.06,0.0,751.06,2025-05-28 14:41:58
437,44,4,5,online,completed,309.72,0.0,309.72,2025-08-26 20:48:48
438,44,4,5,online,completed,1158.48,0.0,1158.48,2025-12-16 10:37:37
439,44,4,5,app,completed,277.79,0.0,277.79,2025-05-19 14:54:52
440,45,1,8,in_store,completed,298.64,0.0,298.64,2025-05-16 19:40:28
441,45,1,7,app,completed,167.76,0.0,167.76,2025-10-11 12:38:59
442,45,3,10,app,completed,591.69,0.0,591.69,2025-04-04 16:09:45
443,45,1,7,online,completed,537.57,0.0,537.57,2025-05-11 14:30:39
444,45,1,7,app,completed,524.29,0.0,524.29,2026-02-20 16:20:54
445,45,1,2,in_store,completed,89.48,0.0,89.48,2025-08-12 09:49:30
446,45,1,7,in_store,completed,87.89,0.0,87.89,2025-02-25 19:50:43
447,45,1,8,in_store,completed,326.23,0.0,326.23,2025-02-27 18:33:17
448,46,3,4,in_store,completed,672.41,0.0,672.41,2026-03-07 08:41:57
449,46,4,5,online,completed,673.98,0.0,673.98,2026-01-15 11:39:37
450,46,4,5,in_store,completed,405.96,0.0,405.96,2025-04-23 15:56:46
451,46,4,5,online,completed,507.03,0.0,507.03,2025-02-21 20:00:27
452,46,4,5,in_store,completed,99.6,0.0,99.6,2026-03-25 18:16:52
453,47,1,2,in_store,completed,467.36,14.8,452.56,2025-07-10 13:03:04
454,47,1,7,in_store,completed,178.8,0.0,178.8,2025-04-29 20:17:06
455,47,1,8,in_store,completed,939.83,0.0,939.83,2026-02-14 17:23:30
456,47,1,2,in_store,completed,329.6,0.0,329.6,2025-08-12 19:04:43
457,47,1,2,online,completed,835.52,0.0,835.52,2025-09-29 20:42:48
458,47,1,7,in_store,completed,315.35,0.0,315.35,2025-02-10 13:03:26
459,48,5,6,app,completed,232.38,0.0,232.38,2026-03-23 11:22:38
460,48,5,6,online,completed,239.62,0.0,239.62,2025-04-11 11:23:33
461,48,5,6,in_store,completed,64.04,0.0,64.04,2025-08-25 09:10:57
462,48,3,4,online,completed,179.44,0.0,179.44,2025-09-20 14:42:39
463,48,4,5,in_store,completed,218.79,0.0,218.79,2025-05-06 11:04:25
464,48,5,6,online,completed,558.12,0.0,558.12,2025-09-28 15:52:58
465,48,5,6,in_store,completed,192.62,0.0,192.62,2025-07-28 14:46:06
466,49,3,10,in_store,completed,610.05,12.05,598.0,2026-04-08 12:21:59
467,49,2,3,online,completed,235.25,0.0,235.25,2025-08-19 13:01:09
468,49,3,4,in_store,completed,436.1,0.0,436.1,2025-12-31 14:09:17
469,49,3,10,in_store,completed,138.08,0.0,138.08,2026-04-11 17:39:49
470,49,3,4,online,cancelled,339.93,0.0,339.93,2026-03-21 10:35:44
471,50,5,6,online,completed,605.89,0.0,605.89,2025-05-19 14:39:58
472,50,5,6,app,completed,884.01,0.0,884.01,2025-07-08 18:30:44
473,50,5,6,app,completed,211.18,0.0,211.18,2025-03-20 17:58:38
474,50,5,6,in_store,completed,28.41,0.0,28.41,2025-04-23 15:17:20
475,50,5,6,online,completed,191.48,0.0,191.48,2026-02-14 13:36:00
476,50,5,6,app,completed,616.03,0.0,616.03,2025-02-03 13:28:07
477,50,5,6,online,completed,200.25,0.0,200.25,2026-04-01 12:05:17
478,50,4,5,online,completed,478.95,0.0,478.95,2025-09-05 12:49:02
479,51,2,9,app,completed,586.76,0.0,586.76,2025-03-20 18:46:30
480,53,1,7,online,completed,117.95,0.0,117.95,2025-08-12 13:44:46
481,53,1,7,app,completed,423.62,0.0,423.62,2025-09-07 13:59:57
482,54,2,3,app,completed,66.52,0.0,66.52,2026-03-13 17:06:29
483,54,2,3,online,completed,137.0,0.0,137.0,2025-02-17 10:50:52
484,55,4,5,phone,completed,92.17,0.0,92.17,2026-03-08 13:32:59
485,61,4,5,app,completed,361.2,0.0,361.2,2026-02-26 10:01:51
486,62,5,6,online,completed,836.56,0.0,836.56,2026-02-02 16:41:27
487,62,5,6,online,completed,398.52,0.0,398.52,2025-09-18 10:33:19
488,66,2,3,in_store,completed,564.23,0.0,564.23,2025-08-18 15:53:58
489,68,2,3,in_store,completed,315.42,0.0,315.42,2026-04-04 10:06:14
490,68,3,10,in_store,completed,552.01,11.08,540.93,2025-07-19 19:04:24
491,69,5,6,online,completed,358.19,0.0,358.19,2026-02-06 18:12:04
492,70,2,3,in_store,completed,424.22,0.0,424.22,2025-08-02 16:47:47
493,70,2,9,online,cancelled,880.16,0.0,880.16,2025-06-20 13:32:38
494,71,2,3,online,completed,613.37,0.0,613.37,2025-06-20 13:34:05
495,71,1,8,in_store,completed,330.12,0.0,330.12,2026-02-23 12:57:13
496,71,2,3,in_store,completed,190.38,0.0,190.38,2025-07-23 17:48:33
497,73,1,2,app,completed,416.03,0.0,416.03,2025-09-12 11:24:32
498,73,5,6,online,completed,424.76,0.0,424.76,2025-01-08 20:02:48
499,74,2,3,in_store,completed,656.22,0.0,656.22,2025-12-10 17:38:15
500,77,1,7,in_store,completed,81.36,0.0,81.36,2025-05-03 17:31:55
501,78,2,9,online,completed,40.94,0.0,40.94,2025-09-04 14:39:26
502,78,2,9,in_store,completed,82.34,0.0,82.34,2025-04-07 10:50:49
503,78,2,3,online,completed,832.3,0.0,832.3,2025-09-25 12:08:14
504,79,4,5,online,completed,128.34,0.0,128.34,2025-09-05 19:24:02
505,80,1,8,in_store,completed,771.05,0.0,771.05,2025-08-20 14:28:03
506,81,3,4,in_store,completed,244.14,0.0,244.14,2026-03-08 20:46:22
507,81,3,10,online,completed,209.8,0.0,209.8,2025-11-16 10:00:57
508,81,2,9,in_store,completed,202.08,0.0,202.08,2025-12-23 17:08:02
509,83,2,3,in_store,completed,622.25,0.0,622.25,2025-06-03 18:31:22
510,83,2,9,in_store,completed,375.79,0.0,375.79,2025-02-28 09:46:06
511,83,2,3,online,completed,319.84,0.0,319.84,2025-06-09 14:35:55
512,84,4,5,in_store,completed,30.88,0.0,30.88,2025-01-27 09:28:40
513,84,4,5,in_store,completed,174.62,0.0,174.62,2025-10-05 19:33:45
514,87,5,6,in_store,completed,609.32,0.0,609.32,2025-12-29 12:30:42
515,87,5,6,phone,completed,631.71,0.0,631.71,2025-11-10 13:01:39
516,87,5,6,app,completed,370.13,0.0,370.13,2026-03-15 20:25:46
517,88,4,5,app,completed,108.7,0.0,108.7,2026-02-21 20:12:00
518,90,4,5,in_store,completed,91.65,0.0,91.65,2025-04-22 10:52:51
519,90,4,5,in_store,completed,530.87,34.64,496.23,2025-07-31 18:06:44
520,90,4,5,in_store,completed,779.09,0.0,779.09,2025-12-06 18:51:44
521,91,3,10,in_store,completed,91.06,0.0,91.06,2025-05-21 10:47:23
522,91,1,7,in_store,completed,109.47,0.0,109.47,2026-01-19 13:02:48
523,91,3,4,in_store,completed,441.85,0.0,441.85,2026-01-29 14:55:22
524,92,3,4,app,completed,576.11,0.0,576.11,2025-08-13 17:28:02
525,93,4,5,in_store,completed,178.8,0.0,178.8,2026-01-05 17:39:54
526,94,1,2,in_store,completed,237.98,0.0,237.98,2025-01-11 18:09:14
527,94,1,2,app,completed,1157.87,0.0,1157.87,2026-02-14 13:48:06
528,95,5,6,phone,completed,910.89,0.0,910.89,2025-02-25 18:44:37
529,95,5,6,online,completed,414.02,0.0,414.02,2025-08-30 14:47:14
530,95,5,6,in_store,completed,33.79,0.0,33.79,2025-10-15 12:50:51
531,97,3,4,app,completed,265.95,0.0,265.95,2025-10-01 10:50:26
532,98,4,5,in_store,completed,334.57,0.0,334.57,2025-02-19 10:34:00
533,99,5,6,online,completed,136.26,0.0,136.26,2026-01-18 13:40:57
534,99,4,5,online,completed,327.81,0.0,327.81,2026-01-23 18:45:30
535,95,5,12,in_store,completed,259.48,0.0,259.48,2026-03-21 11:47:06
536,84,4,15,online,completed,275.95,0.0,275.95,2026-03-27 12:28:37
537,12,5,12,in_store,completed,235.92,0.0,235.92,2026-03-25 14:38:16
538,47,4,15,in_store,completed,242.68,0.0,242.68,2026-03-16 09:42:14
539,35,2,13,app,pending,88.68,0.0,88.68,2026-03-16 18:40:10
540,88,5,12,phone,completed,569.95,0.0,569.95,2026-03-15 12:52:02
541,83,5,12,in_store,completed,154.79,0.0,154.79,2026-03-22 11:15:47
542,12,2,3,in_store,completed,417.69,0.0,417.69,2026-03-18 19:10:50
543,15,1,8,phone,completed,367.72,0.0,367.72,2026-03-24 10:18:27
544,39,1,7,in_store,completed,827.77,0.0,827.77,2026-03-25 21:10:34
545,31,2,13,in_store,completed,66.4,0.0,66.4,2026-03-16 20:31:52
546,22,3,10,online,completed,413.01,0.0,413.01,2026-03-27 12:59:34
547,9,2,9,in_store,pending,119.25,0.0,119.25,2026-03-31 12:37:14
548,31,2,9,app,completed,225.34,0.0,225.34,2026-03-29 12:34:08
549,55,5,12,online,completed,236.38,0.0,236.38,2026-03-15 19:41:41
550,25,1,16,in_store,completed,343.96,0.0,343.96,2026-03-27 11:17:29
551,2,5,6,app,completed,294.83,0.0,294.83,2026-03-21 11:26:31
552,90,3,14,online,completed,230.71,0.0,230.71,2026-03-29 11:12:18
553,68,3,4,in_store,completed,152.68,0.0,152.68,2026-03-30 10:54:11
554,73,2,3,online,completed,303.59,0.0,303.59,2026-03-15 18:05:26
555,83,3,10,online,completed,34.99,0.0,34.99,2026-03-24 21:59:04
556,45,2,3,in_store,completed,373.35,0.0,373.35,2026-03-25 13:10:28
557,14,2,13,online,completed,253.92,0.0,253.92,2026-03-18 13:18:38
558,7,2,3,app,completed,109.8,0.0,109.8,2026-03-27 13:02:00
559,,4,2,app,completed,76.79,0.0,76.79,2026-03-18 17:02:53
560,27,1,7,app,completed,418.13,0.0,418.13,2026-03-17 14:49:35
561,43,1,16,app,completed,371.15,0.0,371.15,2026-03-21 13:10:50
562,85,2,3,online,pending,244.46,0.0,244.46,2026-03-24 13:55:04
563,34,1,7,online,completed,165.8,0.0,165.8,2026-03-22 09:06:38
564,6,4,15,online,pending,554.69,0.0,554.69,2026-03-14 17:59:51
565,16,4,15,in_store,completed,137.93,0.0,137.93,2026-03-30 13:42:26
566,79,5,12,online,completed,88.21,0.0,88.21,2026-03-31 09:19:18
567,95,3,4,app,completed,409.12,0.0,409.12,2026-03-16 13:32:42
568,19,2,3,in_store,completed,417.27,0.0,417.27,2026-03-21 16:39:54
569,97,5,6,phone,completed,282.31,0.0,282.31,2026-03-27 12:11:51
570,72,3,14,in_store,completed,253.87,0.0,253.87,2026-04-28 18:52:46
571,100,5,12,app,completed,209.66,0.0,209.66,2026-04-21 13:28:04
572,28,5,6,online,pending,376.71,0.0,376.71,2026-04-27 14:34:29
573,98,1,16,online,completed,140.45,0.0,140.45,2026-04-14 14:19:48
574,87,2,9,app,completed,511.72,0.0,511.72,2026-04-19 16:58:08
575,34,3,10,in_store,completed,324.68,0.0,324.68,2026-04-20 16:20:21
576,9,2,13,in_store,completed,33.49,0.0,33.49,2026-04-14 12:12:53
577,28,1,16,app,completed,151.27,0.0,151.27,2026-04-22 21:23:10
578,49,2,9,app,refunded,493.52,0.0,493.52,2026-04-20 10:37:44
579,55,1,8,in_store,completed,361.63,0.0,361.63,2026-04-30 19:21:00
580,67,3,14,in_store,completed,390.42,0.0,390.42,2026-04-29 16:27:52
581,86,3,10,online,completed,149.17,0.0,149.17,2026-04-14 16:54:20
582,72,5,6,online,completed,245.42,0.0,245.42,2026-04-20 10:15:46
583,29,1,16,app,completed,628.13,0.0,628.13,2026-04-21 13:42:37
584,33,3,4,in_store,completed,93.27,0.0,93.27,2026-04-20 14:07:47
585,37,5,6,in_store,completed,146.72,0.0,146.72,2026-04-23 12:23:11
586,82,5,12,in_store,completed,275.88,0.0,275.88,2026-04-14 18:18:30
587,52,1,16,in_store,completed,200.53,0.0,200.53,2026-04-15 11:09:51
588,80,4,2,phone,cancelled,168.61,0.0,168.61,2026-04-30 15:28:58
589,27,1,7,in_store,completed,202.36,0.0,202.36,2026-04-16 11:15:11
590,91,1,8,app,completed,296.38,0.0,296.38,2026-04-28 10:43:14
591,40,1,8,online,completed,230.19,0.0,230.19,2026-04-17 16:44:19
592,12,4,2,app,pending,188.22,0.0,188.22,2026-04-14 21:43:52
593,56,2,13,online,completed,203.2,0.0,203.2,2026-04-16 16:22:26
594,71,3,4,online,completed,422.14,0.0,422.14,2026-04-16 14:16:20
595,25,3,14,online,pending,80.25,0.0,80.25,2026-04-29 19:28:48
596,63,3,4,in_store,completed,394.86,0.0,394.86,2026-04-21 20:10:19
597,20,2,9,app,completed,154.97,0.0,154.97,2026-04-23 17:45:17
598,18,4,2,in_store,completed,286.7,0.0,286.7,2026-04-27 14:59:50
599,20,5,12,online,completed,682.88,0.0,682.88,2026-04-29 14:21:35
600,41,5,12,app,completed,432.01,0.0,432.01,2026-04-26 15:42:50
601,59,3,4,app,completed,234.19,0.0,234.19,2026-04-18 15:55:41
602,49,5,12,app,completed,218.94,0.0,218.94,2026-04-29 17:02:39
603,98,3,14,app,completed,270.23,0.0,270.23,2026-04-17 16:10:44
604,68,3,10,online,completed,259.8,0.0,259.8,2026-04-19 11:11:05
605,33,5,6,online,completed,253.38,0.0,253.38,2026-04-23 19:34:10
606,59,3,10,in_store,cancelled,237.26,0.0,237.26,2026-04-26 16:06:15
607,2,5,6,online,completed,292.04,0.0,292.04,2026-04-29 13:49:51
608,88,5,6,app,completed,393.48,0.0,393.48,2026-04-17 19:41:02
609,54,2,3,in_store,completed,271.61,0.0,271.61,2026-04-18 21:34:56
610,44,2,3,online,completed,236.25,0.0,236.25,2026-04-16 11:48:14
611,87,2,9,online,completed,370.14,0.0,370.14,2026-04-26 19:23:06
612,39,3,14,online,completed,135.16,0.0,135.16,2026-04-17 11:02:02
613,96,3,14,online,pending,224.48,0.0,224.48,2026-04-27 18:47:46
614,,2,9,in_store,completed,731.15,0.0,731.15,2026-04-28 16:15:54
615,16,2,9,in_store,completed,622.53,0.0,622.53,2026-04-20 19:40:38
616,28,4,2,online,completed,108.24,0.0,108.24,2026-04-18 21:57:38
617,4,2,3,in_store,completed,175.62,0.0,175.62,2026-04-25 21:50:15
618,61,1,16,phone,completed,380.27,0.0,380.27,2026-04-25 17:37:06
619,4,2,3,online,completed,191.85,0.0,191.85,2026-04-26 15:43:06
620,82,2,13,online,completed,302.6,0.0,302.6,2026-04-24 15:38:33
621,71,5,6,online,cancelled,490.5,0.0,490.5,2026-04-28 12:26:21
622,9,5,6,in_store,completed,174.87,0.0,174.87,2026-04-16 15:06:47
623,97,2,9,app,completed,208.7,0.0,208.7,2026-04-15 13:38:19
624,72,1,8,in_store,completed,318.47,32.31,286.16,2026-05-25 13:36:14
625,4,5,6,app,completed,149.95,27.16,122.79,2026-05-17 12:24:26
626,55,2,9,online,completed,407.72,10.0,397.72,2026-05-15 15:17:13
627,99,2,3,phone,completed,154.45,10.0,144.45,2026-05-09 13:20:07
628,10,5,12,app,completed,647.98,20.0,627.98,2026-05-02 15:01:29
629,14,2,3,online,completed,193.19,0.0,193.19,2026-05-19 15:33:05
630,45,2,9,app,completed,203.42,0.0,203.42,2026-05-27 19:52:09
631,60,5,12,app,completed,148.62,0.0,148.62,2026-05-19 19:40:39
632,40,2,9,online,completed,249.72,0.0,249.72,2026-05-02 09:23:53
633,42,4,15,online,completed,507.08,10.0,497.08,2026-05-17 11:03:28
634,48,4,11,online,completed,181.27,10.0,171.27,2026-05-14 21:21:43
635,45,4,11,app,completed,254.59,10.0,244.59,2026-05-23 19:25:08
636,3,3,10,in_store,completed,98.75,5.95,92.8,2026-05-06 12:21:49
637,,4,11,phone,completed,177.8,15.46,162.34,2026-05-20 11:38:24
638,58,5,6,online,completed,238.6,0.0,238.6,2026-05-08 13:51:50
639,21,3,4,online,completed,564.69,4.24,560.45,2026-05-05 13:03:41
640,56,4,2,in_store,completed,512.13,23.85,488.28,2026-05-27 16:56:22
641,,2,9,app,completed,233.96,10.0,223.96,2026-05-27 11:48:45
642,31,1,8,in_store,completed,193.86,0.0,193.86,2026-05-02 12:26:40
643,31,1,16,in_store,completed,374.46,19.16,355.3,2026-05-22 19:05:33
644,14,5,12,in_store,completed,253.93,14.74,239.19,2026-05-02 14:34:21
645,40,1,16,online,completed,374.46,10.0,364.46,2026-05-16 13:02:48
646,50,3,10,in_store,completed,426.18,30.0,396.18,2026-05-16 20:31:23
647,57,3,10,online,completed,226.53,0.0,226.53,2026-05-02 20:55:58
648,87,4,2,in_store,completed,130.35,0.0,130.35,2026-05-05 18:43:50
649,48,2,9,online,pending,379.14,39.55,339.59,2026-05-25 10:36:08
650,34,2,13,online,completed,173.59,5.59,168.0,2026-05-07 18:18:44
651,91,2,3,online,completed,229.47,10.0,219.47,2026-05-18 13:57:19
652,12,4,2,in_store,completed,243.78,10.0,233.78,2026-05-13 20:46:30
653,76,5,6,phone,completed,121.05,10.0,111.05,2026-05-05 15:32:58
654,36,5,6,app,completed,196.51,0.0,196.51,2026-05-10 18:34:05
655,,4,2,in_store,completed,261.06,31.52,229.54,2026-05-02 19:49:36
656,59,5,6,app,completed,183.56,10.0,173.56,2026-05-02 11:28:26
657,48,3,14,online,cancelled,235.07,3.73,231.34,2026-05-04 14:15:29
658,74,2,13,in_store,completed,177.13,20.0,157.13,2026-05-07 21:10:31
659,84,4,15,online,completed,143.67,0.0,143.67,2026-05-10 17:00:54
660,37,2,3,online,completed,126.98,20.0,106.98,2026-05-17 16:48:35
661,6,4,2,in_store,completed,113.88,0.0,113.88,2026-05-05 20:21:51
662,39,4,15,online,completed,454.7,0.0,454.7,2026-05-17 17:34:31
663,34,1,7,app,completed,465.79,10.0,455.79,2026-05-02 18:30:10
664,53,3,14,phone,completed,219.4,13.92,205.48,2026-05-20 16:55:54
665,93,5,12,app,completed,340.18,0.0,340.18,2026-05-16 12:15:17
666,93,4,11,in_store,completed,649.35,10.0,639.35,2026-05-04 18:43:34
667,96,3,10,in_store,completed,137.63,3.92,133.71,2026-05-07 17:17:59
668,43,1,16,in_store,completed,307.06,20.0,287.06,2026-05-22 21:08:00
669,5,5,6,online,completed,547.08,10.0,537.08,2026-05-27 11:59:58
670,78,1,1,online,completed,113.57,5.14,108.43,2026-05-10 16:41:34
671,95,5,12,in_store,pending,317.0,24.77,292.23,2026-05-19 19:48:12
672,31,1,16,app,pending,708.74,20.0,688.74,2026-05-09 14:19:37
673,29,2,3,online,completed,215.2,0.0,215.2,2026-05-05 16:47:38
674,11,4,15,online,completed,181.72,0.0,181.72,2026-05-17 20:23:04
675,66,3,10,in_store,completed,230.41,10.0,220.41,2026-05-15 11:32:26
676,55,4,11,app,refunded,399.24,0.0,399.24,2026-05-03 17:03:59
677,49,2,9,in_store,completed,106.52,0.0,106.52,2026-05-22 19:55:34
678,39,1,16,app,completed,412.36,10.0,402.36,2026-05-24 17:27:34
679,99,5,6,in_store,completed,94.6,10.0,84.6,2026-05-07 10:06:38
680,100,2,3,in_store,completed,667.17,10.0,657.17,2026-05-17 13:14:52
681,76,2,13,in_store,completed,486.38,20.0,466.38,2026-05-21 19:27:35
682,29,3,10,app,completed,234.45,0.0,234.45,2026-05-05 21:29:58
683,43,2,13,in_store,completed,260.47,10.0,250.47,2026-05-15 14:05:34
684,25,1,1,app,completed,233.75,10.0,223.75,2026-05-25 16:58:15
685,41,5,6,online,completed,429.36,59.21,370.15,2026-05-11 15:02:36
686,44,5,12,phone,completed,221.53,0.0,221.53,2026-05-27 16:46:41
687,10,1,1,phone,completed,223.14,0.0,223.14,2026-05-01 15:08:53
688,85,4,11,in_store,completed,189.2,0.0,189.2,2026-05-01 17:35:26
689,87,3,10,in_store,completed,335.27,10.0,325.27,2026-05-04 10:33:09
690,88,5,6,app,completed,289.38,10.0,279.38,2026-05-21 21:02:05
691,13,2,13,in_store,completed,353.42,10.0,343.42,2026-05-08 12:57:55
692,97,2,13,online,completed,274.85,0.0,274.85,2026-05-03 13:10:36
693,45,3,4,in_store,completed,208.0,20.0,188.0,2026-05-14 12:53:04
694,49,5,6,phone,completed,275.04,20.0,255.04,2026-05-20 13:51:15
695,17,5,6,in_store,completed,314.39,0.0,314.39,2026-05-14 16:35:35
696,50,1,1,app,completed,235.16,20.0,215.16,2026-05-18 12:36:33
697,47,3,10,in_store,completed,44.15,10.0,34.15,2026-05-24 19:31:38
698,56,2,13,online,completed,220.85,10.0,210.85,2026-05-05 13:20:38
699,1,2,9,online,completed,267.74,0.0,267.74,2026-04-05 12:08:32
700,1,2,9,in_store,completed,411.02000000000004,0.0,411.02,2026-04-15 17:16:35
701,1,2,3,in_store,completed,112.32,0.0,112.32,2026-05-13 11:32:58
702,1,2,9,online,completed,209.86,0.0,209.86,2026-05-15 17:58:00
703,1,3,4,online,completed,93.03999999999999,0.0,93.04,2026-03-08 10:46:31
704,1,3,14,in_store,completed,135.13,0.0,135.13,2026-05-05 19:23:28
705,3,2,3,in_store,completed,73.5,0.0,73.5,2026-03-07 09:55:21
706,3,2,13,online,completed,357.02,0.0,357.02,2026-04-15 12:50:30
707,3,2,13,in_store,completed,176.75,0.0,176.75,2026-04-09 20:21:51
708,3,1,16,online,completed,46.32,0.0,46.32,2026-03-05 19:34:53
709,3,2,9,in_store,completed,205.5,0.0,205.5,2026-05-23 15:57:03
710,3,2,9,in_store,completed,92.87,11.48,81.39,2026-05-07 20:50:35
711,3,2,9,in_store,completed,125.85000000000001,0.0,125.85,2026-04-26 16:32:58
712,3,2,3,online,completed,45.71,0.0,45.71,2026-04-26 18:02:39
713,3,2,13,in_store,completed,420.29999999999995,47.12,373.18,2026-03-26 15:08:42
714,3,2,3,in_store,completed,718.97,0.0,718.97,2026-03-21 17:16:08
715,3,2,3,online,completed,262.06,20.49,241.57,2026-05-04 10:56:08
