inventory_id,store_id,product_id,size,color,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,last_restocked_at
426,1,26,41,Brown,11,0,5,20,2025-05-22 10:00:00
427,1,26,45,Black,19,0,5,20,2025-02-01 10:00:00
428,1,26,45,Brown,16,0,5,20,2025-12-01 10:00:00
429,4,27,45,Black,16,0,5,20,2025-12-25 10:00:00
430,4,27,45,Brown,25,0,5,20,2025-12-04 10:00:00
431,4,27,43,Black,9,0,5,20,2025-06-26 10:00:00
432,4,27,43,Brown,35,0,5,20,2025-05-17 10:00:00
433,3,27,45,Black,12,0,5,20,2025-05-23 10:00:00
434,3,27,45,Brown,12,0,5,20,2025-08-15 10:00:00
435,3,27,43,Black,40,0,5,20,2025-06-02 10:00:00
436,3,27,43,Brown,39,0,5,20,2025-10-06 10:00:00
437,5,27,45,Black,31,0,5,20,2025-03-09 10:00:00
438,5,27,45,Brown,14,0,5,20,2025-10-22 10:00:00
439,5,27,43,Black,15,0,5,20,2025-04-24 10:00:00
440,5,27,43,Brown,40,0,5,20,2025-01-02 10:00:00
441,2,28,43,Black,10,0,5,20,2025-09-26 10:00:00
442,2,28,43,Tan,34,0,5,20,2025-04-11 10:00:00
443,2,28,44,Black,23,0,5,20,2025-07-24 10:00:00
444,2,28,44,Tan,28,0,5,20,2025-05-27 10:00:00
445,1,28,43,Black,12,0,5,20,2025-10-12 10:00:00
446,1,28,43,Tan,15,0,5,20,2025-09-22 10:00:00
447,1,28,44,Black,11,0,5,20,2025-03-08 10:00:00
448,1,28,44,Tan,10,0,5,20,2025-07-03 10:00:00
449,5,28,43,Black,37,0,5,20,2025-05-25 10:00:00
450,5,28,43,Tan,27,0,5,20,2025-06-03 10:00:00
451,5,28,44,Black,37,0,5,20,2025-01-12 10:00:00
452,5,28,44,Tan,20,0,5,20,2025-05-19 10:00:00
453,5,29,45,Black,17,0,5,20,2025-01-14 10:00:00
454,5,29,45,Tan,9,0,5,20,2025-04-18 10:00:00
455,5,29,44,Black,30,0,5,20,2025-11-27 10:00:00
456,5,29,44,Tan,8,0,5,20,2025-06-01 10:00:00
457,2,29,45,Black,32,0,5,20,2025-12-24 10:00:00
458,2,29,45,Tan,27,0,5,20,2025-02-07 10:00:00
459,2,29,44,Black,23,0,5,20,2025-07-16 10:00:00
460,2,29,44,Tan,11,0,5,20,2025-03-23 10:00:00
461,4,29,45,Black,25,0,5,20,2025-02-02 10:00:00
462,4,29,45,Tan,22,0,5,20,2025-09-14 10:00:00
463,4,29,44,Black,31,0,5,20,2025-08-24 10:00:00
464,4,29,44,Tan,13,0,5,20,2025-10-04 10:00:00
465,3,29,45,Black,40,0,5,20,2025-03-21 10:00:00
466,3,29,45,Tan,33,0,5,20,2025-02-19 10:00:00
467,3,29,44,Black,11,0,5,20,2025-07-22 10:00:00
468,3,29,44,Tan,16,0,5,20,2025-04-10 10:00:00
469,3,30,43,Brown,12,0,5,20,2025-04-05 10:00:00
470,3,30,43,Black,14,0,5,20,2025-03-04 10:00:00
471,3,30,44,Brown,18,0,5,20,2025-08-15 10:00:00
472,3,30,44,Black,28,0,5,20,2025-07-04 10:00:00
473,4,30,43,Brown,30,0,5,20,2025-04-15 10:00:00
474,4,30,43,Black,27,0,5,20,2025-08-09 10:00:00
475,4,30,44,Brown,15,0,5,20,2025-02-06 10:00:00
476,4,30,44,Black,27,0,5,20,2025-12-23 10:00:00
477,5,30,43,Brown,10,0,5,20,2025-04-27 10:00:00
478,5,30,43,Black,28,0,5,20,2025-03-03 10:00:00
479,5,30,44,Brown,23,0,5,20,2025-06-13 10:00:00
480,5,30,44,Black,40,0,5,20,2025-01-22 10:00:00
481,2,30,43,Brown,27,0,5,20,2025-05-27 10:00:00
482,2,30,43,Black,19,0,5,20,2025-01-13 10:00:00
483,2,30,44,Brown,36,0,5,20,2025-09-24 10:00:00
484,2,30,44,Black,23,0,5,20,2025-02-15 10:00:00
485,2,31,41,Black,33,0,5,20,2025-06-22 10:00:00
486,2,31,41,Tan,13,0,5,20,2025-10-19 10:00:00
487,2,31,42,Black,24,0,5,20,2025-02-01 10:00:00
488,2,31,42,Tan,12,0,5,20,2025-04-21 10:00:00
489,1,31,41,Black,36,0,5,20,2025-03-03 10:00:00
490,1,31,41,Tan,29,0,5,20,2025-02-02 10:00:00
491,1,31,42,Black,37,0,5,20,2025-01-06 10:00:00
492,1,31,42,Tan,35,0,5,20,2025-12-13 10:00:00
493,4,31,41,Black,39,0,5,20,2025-01-13 10:00:00
494,4,31,41,Tan,35,0,5,20,2025-03-12 10:00:00
495,4,31,42,Black,21,0,5,20,2025-03-09 10:00:00
496,4,31,42,Tan,25,0,5,20,2025-08-05 10:00:00
497,5,32,43,Brown,11,0,5,20,2025-02-09 10:00:00
498,5,32,43,Tan,32,0,5,20,2025-03-14 10:00:00
499,5,32,44,Brown,20,0,5,20,2025-11-26 10:00:00
500,5,32,44,Tan,23,0,5,20,2025-11-26 10:00:00
501,2,32,43,Brown,9,0,5,20,2025-07-26 10:00:00
502,2,32,43,Tan,30,0,5,20,2025-08-18 10:00:00
503,2,32,44,Brown,39,0,5,20,2025-06-19 10:00:00
504,2,32,44,Tan,40,0,5,20,2025-06-13 10:00:00
505,3,32,43,Brown,25,0,5,20,2025-03-01 10:00:00
506,3,32,43,Tan,28,0,5,20,2025-10-08 10:00:00
507,3,32,44,Brown,9,0,5,20,2025-05-02 10:00:00
508,3,32,44,Tan,38,0,5,20,2025-09-12 10:00:00
509,2,33,L,Black,32,0,5,20,2025-06-27 10:00:00
510,2,33,L,Olive,19,0,5,20,2025-03-08 10:00:00
511,2,33,S,Black,28,0,5,20,2025-12-23 10:00:00
512,2,33,S,Olive,30,0,5,20,2025-10-01 10:00:00
513,5,33,L,Black,30,0,5,20,2025-10-19 10:00:00
514,5,33,L,Olive,17,0,5,20,2025-10-07 10:00:00
515,5,33,S,Black,39,0,5,20,2025-09-10 10:00:00
516,5,33,S,Olive,19,0,5,20,2025-08-02 10:00:00
517,1,33,L,Black,13,0,5,20,2025-01-08 10:00:00
518,1,33,L,Olive,22,0,5,20,2025-01-17 10:00:00
519,1,33,S,Black,38,0,5,20,2025-01-11 10:00:00
520,1,33,S,Olive,20,0,5,20,2025-03-11 10:00:00
521,3,33,L,Black,19,0,5,20,2025-06-02 10:00:00
522,3,33,L,Olive,9,0,5,20,2025-03-19 10:00:00
523,3,33,S,Black,17,0,5,20,2025-02-28 10:00:00
524,3,33,S,Olive,31,0,5,20,2025-02-12 10:00:00
525,4,33,L,Black,33,0,5,20,2025-10-04 10:00:00
526,4,33,L,Olive,29,0,5,20,2025-05-11 10:00:00
527,4,33,S,Black,16,0,5,20,2025-03-24 10:00:00
528,4,33,S,Olive,35,0,5,20,2025-11-16 10:00:00
529,3,34,XXL,Grey,26,0,5,20,2025-03-06 10:00:00
530,3,34,XXL,Navy,8,0,5,20,2025-12-19 10:00:00
531,3,34,M,Grey,33,0,5,20,2025-10-02 10:00:00
532,3,34,M,Navy,19,0,5,20,2025-10-11 10:00:00
533,2,34,XXL,Grey,22,0,5,20,2025-11-19 10:00:00
534,2,34,XXL,Navy,14,0,5,20,2025-08-05 10:00:00
535,2,34,M,Grey,29,0,5,20,2025-12-03 10:00:00
536,2,34,M,Navy,23,0,5,20,2025-06-11 10:00:00
537,5,34,XXL,Grey,18,0,5,20,2025-11-03 10:00:00
538,5,34,XXL,Navy,29,0,5,20,2025-08-01 10:00:00
539,5,34,M,Grey,24,0,5,20,2025-04-08 10:00:00
540,5,34,M,Navy,12,0,5,20,2025-06-09 10:00:00
541,4,34,XXL,Grey,14,0,5,20,2025-12-01 10:00:00
542,4,34,XXL,Navy,11,0,5,20,2025-07-15 10:00:00
543,4,34,M,Grey,34,0,5,20,2025-03-14 10:00:00
544,4,34,M,Navy,39,0,5,20,2025-07-12 10:00:00
545,1,34,XXL,Grey,32,0,5,20,2025-02-27 10:00:00
546,1,34,XXL,Navy,38,0,5,20,2025-10-21 10:00:00
547,1,34,M,Grey,22,0,5,20,2025-03-15 10:00:00
548,1,34,M,Navy,12,0,5,20,2025-01-10 10:00:00
549,3,35,S,Black,18,0,5,20,2025-12-03 10:00:00
550,3,35,S,Grey,13,0,5,20,2025-06-20 10:00:00
551,3,35,L,Black,38,0,5,20,2025-12-01 10:00:00
552,3,35,L,Grey,35,0,5,20,2025-11-06 10:00:00
553,5,35,S,Black,35,0,5,20,2025-03-02 10:00:00
554,5,35,S,Grey,14,0,5,20,2025-06-07 10:00:00
555,5,35,L,Black,20,0,5,20,2025-07-23 10:00:00
556,5,35,L,Grey,24,0,5,20,2025-11-10 10:00:00
557,1,35,S,Black,27,0,5,20,2025-04-04 10:00:00
558,1,35,S,Grey,11,0,5,20,2025-07-19 10:00:00
559,1,35,L,Black,39,0,5,20,2025-03-02 10:00:00
560,1,35,L,Grey,31,0,5,20,2025-01-14 10:00:00
561,3,36,S,Black,26,0,5,20,2025-02-16 10:00:00
562,3,36,S,Red,15,0,5,20,2025-05-26 10:00:00
563,3,36,XXL,Black,33,0,5,20,2025-08-16 10:00:00
564,3,36,XXL,Red,24,0,5,20,2025-02-21 10:00:00
565,4,36,S,Black,32,0,5,20,2025-03-12 10:00:00
566,4,36,S,Red,32,0,5,20,2025-06-06 10:00:00
567,4,36,XXL,Black,36,0,5,20,2025-01-09 10:00:00
568,4,36,XXL,Red,36,0,5,20,2025-08-09 10:00:00
569,1,36,S,Black,22,0,5,20,2025-05-19 10:00:00
570,1,36,S,Red,11,0,5,20,2025-03-25 10:00:00
571,1,36,XXL,Black,14,0,5,20,2025-02-22 10:00:00
572,1,36,XXL,Red,30,0,5,20,2025-09-14 10:00:00
573,2,37,XXL,Grey,13,0,5,20,2025-07-28 10:00:00
574,2,37,XXL,Navy,10,0,5,20,2025-09-19 10:00:00
575,2,37,M,Grey,17,0,5,20,2025-02-25 10:00:00
576,2,37,M,Navy,36,0,5,20,2025-03-06 10:00:00
577,1,37,XXL,Grey,21,0,5,20,2025-04-05 10:00:00
578,1,37,XXL,Navy,10,0,5,20,2025-07-03 10:00:00
579,1,37,M,Grey,35,0,5,20,2025-04-27 10:00:00
580,1,37,M,Navy,17,0,5,20,2025-10-09 10:00:00
581,5,37,XXL,Grey,28,0,5,20,2025-12-26 10:00:00
582,5,37,XXL,Navy,12,0,5,20,2025-02-13 10:00:00
583,5,37,M,Grey,33,0,5,20,2025-09-11 10:00:00
584,5,37,M,Navy,25,0,5,20,2025-09-15 10:00:00
585,3,37,XXL,Grey,8,0,5,20,2025-12-20 10:00:00
586,3,37,XXL,Navy,34,0,5,20,2025-02-14 10:00:00
587,3,37,M,Grey,17,0,5,20,2025-03-19 10:00:00
588,3,37,M,Navy,14,0,5,20,2025-02-19 10:00:00
589,4,37,XXL,Grey,14,0,5,20,2025-05-28 10:00:00
590,4,37,XXL,Navy,30,0,5,20,2025-07-09 10:00:00
591,4,37,M,Grey,32,0,5,20,2025-11-16 10:00:00
592,4,37,M,Navy,38,0,5,20,2025-01-06 10:00:00
593,4,38,S,Navy,11,0,5,20,2025-12-16 10:00:00
594,4,38,S,Black,25,0,5,20,2025-06-01 10:00:00
595,4,38,XL,Navy,29,0,5,20,2025-05-10 10:00:00
596,4,38,XL,Black,25,0,5,20,2025-08-28 10:00:00
597,2,38,S,Navy,14,0,5,20,2025-04-05 10:00:00
598,2,38,S,Black,27,0,5,20,2025-12-15 10:00:00
599,2,38,XL,Navy,28,0,5,20,2025-05-24 10:00:00
600,2,38,XL,Black,34,0,5,20,2025-10-21 10:00:00
601,3,38,S,Navy,13,0,5,20,2025-04-15 10:00:00
602,3,38,S,Black,21,0,5,20,2025-07-24 10:00:00
603,3,38,XL,Navy,39,0,5,20,2025-09-28 10:00:00
604,3,38,XL,Black,31,0,5,20,2025-01-17 10:00:00
605,5,38,S,Navy,18,0,5,20,2025-02-10 10:00:00
606,5,38,S,Black,40,0,5,20,2025-07-05 10:00:00
607,5,38,XL,Navy,9,0,5,20,2025-03-07 10:00:00
608,5,38,XL,Black,20,0,5,20,2025-01-08 10:00:00
609,4,39,M,Navy,40,0,5,20,2025-07-21 10:00:00
610,4,39,M,Grey,15,0,5,20,2025-11-01 10:00:00
611,4,39,L,Navy,23,0,5,20,2025-06-16 10:00:00
612,4,39,L,Grey,36,0,5,20,2025-03-28 10:00:00
613,1,39,M,Navy,38,0,5,20,2025-10-18 10:00:00
614,1,39,M,Grey,30,0,5,20,2025-06-06 10:00:00
615,1,39,L,Navy,24,0,5,20,2025-12-27 10:00:00
616,1,39,L,Grey,13,0,5,20,2025-05-01 10:00:00
617,2,39,M,Navy,32,0,5,20,2025-01-06 10:00:00
618,2,39,M,Grey,21,0,5,20,2025-04-21 10:00:00
619,2,39,L,Navy,22,0,5,20,2025-11-07 10:00:00
620,2,39,L,Grey,25,0,5,20,2025-11-14 10:00:00
621,1,40,XXL,Black,27,0,5,20,2025-12-23 10:00:00
622,1,40,XXL,Navy,25,0,5,20,2025-07-13 10:00:00
623,1,40,S,Black,30,0,5,20,2025-08-09 10:00:00
624,1,40,S,Navy,21,0,5,20,2025-08-10 10:00:00
625,5,40,XXL,Black,33,0,5,20,2025-10-04 10:00:00
626,5,40,XXL,Navy,8,0,5,20,2025-09-22 10:00:00
627,5,40,S,Black,31,0,5,20,2025-09-21 10:00:00
628,5,40,S,Navy,26,0,5,20,2025-05-22 10:00:00
629,2,40,XXL,Black,14,0,5,20,2025-08-03 10:00:00
630,2,40,XXL,Navy,29,0,5,20,2025-05-21 10:00:00
631,2,40,S,Black,28,0,5,20,2025-05-09 10:00:00
632,2,40,S,Navy,27,0,5,20,2025-04-05 10:00:00
633,4,40,XXL,Black,23,0,5,20,2025-01-26 10:00:00
634,4,40,XXL,Navy,33,0,5,20,2025-11-11 10:00:00
635,4,40,S,Black,16,0,5,20,2025-12-01 10:00:00
636,4,40,S,Navy,39,0,5,20,2025-05-09 10:00:00
637,3,40,XXL,Black,34,0,5,20,2025-07-13 10:00:00
638,3,40,XXL,Navy,10,0,5,20,2025-10-23 10:00:00
639,3,40,S,Black,20,0,5,20,2025-06-24 10:00:00
640,3,40,S,Navy,22,0,5,20,2025-11-18 10:00:00
641,4,41,XL,Rose,38,0,5,20,2025-03-24 10:00:00
642,4,41,XL,White,24,0,5,20,2025-12-26 10:00:00
643,4,41,S,Rose,19,0,5,20,2025-11-11 10:00:00
644,4,41,S,White,13,0,5,20,2025-04-12 10:00:00
645,3,41,XL,Rose,22,0,5,20,2025-12-28 10:00:00
646,3,41,XL,White,27,0,5,20,2025-07-26 10:00:00
647,3,41,S,Rose,29,0,5,20,2025-06-09 10:00:00
648,3,41,S,White,26,0,5,20,2025-08-28 10:00:00
649,5,41,XL,Rose,15,0,5,20,2025-08-02 10:00:00
650,5,41,XL,White,12,0,5,20,2025-08-07 10:00:00
651,5,41,S,Rose,40,0,5,20,2025-02-28 10:00:00
652,5,41,S,White,32,0,5,20,2025-09-10 10:00:00
653,2,41,XL,Rose,34,0,5,20,2025-01-28 10:00:00
654,2,41,XL,White,17,0,5,20,2025-03-07 10:00:00
655,2,41,S,Rose,29,0,5,20,2025-07-19 10:00:00
656,2,41,S,White,37,0,5,20,2025-03-11 10:00:00
657,1,41,XL,Rose,19,0,5,20,2025-02-16 10:00:00
658,1,41,XL,White,29,0,5,20,2025-11-06 10:00:00
659,1,41,S,Rose,28,0,5,20,2025-11-02 10:00:00
660,1,41,S,White,8,0,5,20,2025-08-09 10:00:00
661,2,42,XS,Lilac,35,0,5,20,2025-07-14 10:00:00
662,2,42,XS,Sage,38,0,5,20,2025-07-01 10:00:00
663,2,42,S,Lilac,10,0,5,20,2025-09-07 10:00:00
664,2,42,S,Sage,31,0,5,20,2025-01-11 10:00:00
665,5,42,XS,Lilac,20,0,5,20,2025-01-22 10:00:00
666,5,42,XS,Sage,8,0,5,20,2025-11-24 10:00:00
667,5,42,S,Lilac,23,0,5,20,2025-04-23 10:00:00
668,5,42,S,Sage,30,0,5,20,2025-05-05 10:00:00
669,4,42,XS,Lilac,14,0,5,20,2025-07-17 10:00:00
670,4,42,XS,Sage,27,0,5,20,2025-03-03 10:00:00
671,4,42,S,Lilac,10,0,5,20,2025-05-10 10:00:00
672,4,42,S,Sage,37,0,5,20,2025-12-17 10:00:00
673,5,43,L,Black,33,0,5,20,2025-01-08 10:00:00
674,5,43,L,Lilac,22,0,5,20,2025-12-05 10:00:00
675,5,43,M,Black,21,0,5,20,2025-12-01 10:00:00
676,5,43,M,Lilac,40,0,5,20,2025-03-04 10:00:00
677,3,43,L,Black,31,0,5,20,2025-12-21 10:00:00
678,3,43,L,Lilac,10,0,5,20,2025-07-21 10:00:00
679,3,43,M,Black,24,0,5,20,2025-09-20 10:00:00
680,3,43,M,Lilac,11,0,5,20,2025-10-02 10:00:00
681,2,43,L,Black,14,0,5,20,2025-11-27 10:00:00
682,2,43,L,Lilac,9,0,5,20,2025-01-23 10:00:00
683,2,43,M,Black,15,0,5,20,2025-07-15 10:00:00
684,2,43,M,Lilac,32,0,5,20,2025-02-18 10:00:00
685,1,43,L,Black,24,0,5,20,2025-08-23 10:00:00
686,1,43,L,Lilac,17,0,5,20,2025-04-23 10:00:00
687,1,43,M,Black,8,0,5,20,2025-05-14 10:00:00
688,1,43,M,Lilac,14,0,5,20,2025-11-17 10:00:00
689,4,43,L,Black,25,0,5,20,2025-10-20 10:00:00
690,4,43,L,Lilac,16,0,5,20,2025-07-27 10:00:00
691,4,43,M,Black,14,0,5,20,2025-09-24 10:00:00
692,4,43,M,Lilac,15,0,5,20,2025-05-04 10:00:00
693,4,44,S,Lilac,30,0,5,20,2025-12-14 10:00:00
694,4,44,S,Black,26,0,5,20,2025-03-02 10:00:00
695,4,44,M,Lilac,39,0,5,20,2025-04-23 10:00:00
696,4,44,M,Black,38,0,5,20,2025-06-08 10:00:00
697,2,44,S,Lilac,8,0,5,20,2025-01-22 10:00:00
698,2,44,S,Black,13,0,5,20,2025-02-27 10:00:00
699,2,44,M,Lilac,39,0,5,20,2025-03-03 10:00:00
700,2,44,M,Black,40,0,5,20,2025-02-24 10:00:00
701,3,44,S,Lilac,14,0,5,20,2025-05-21 10:00:00
702,3,44,S,Black,22,0,5,20,2025-08-10 10:00:00
703,3,44,M,Lilac,24,0,5,20,2025-08-02 10:00:00
704,3,44,M,Black,14,0,5,20,2025-03-28 10:00:00
705,3,45,M,White,10,0,5,20,2025-01-28 10:00:00
706,3,45,M,Lilac,16,0,5,20,2025-11-21 10:00:00
707,3,45,L,White,18,0,5,20,2025-06-12 10:00:00
708,3,45,L,Lilac,36,0,5,20,2025-10-09 10:00:00
709,5,45,M,White,13,0,5,20,2025-06-27 10:00:00
710,5,45,M,Lilac,29,0,5,20,2025-03-04 10:00:00
711,5,45,L,White,33,0,5,20,2025-07-15 10:00:00
712,5,45,L,Lilac,25,0,5,20,2025-07-23 10:00:00
713,4,45,M,White,38,0,5,20,2025-07-21 10:00:00
714,4,45,M,Lilac,18,0,5,20,2025-02-05 10:00:00
715,4,45,L,White,11,0,5,20,2025-03-04 10:00:00
716,4,45,L,Lilac,34,0,5,20,2025-10-16 10:00:00
717,4,46,XL,Black,39,0,5,20,2025-02-14 10:00:00
718,4,46,XL,Sage,36,0,5,20,2025-01-03 10:00:00
719,4,46,XS,Black,24,0,5,20,2025-11-11 10:00:00
720,4,46,XS,Sage,8,0,5,20,2025-12-28 10:00:00
721,2,46,XL,Black,22,0,5,20,2025-11-28 10:00:00
722,2,46,XL,Sage,29,0,5,20,2025-09-17 10:00:00
723,2,46,XS,Black,14,0,5,20,2025-07-22 10:00:00
724,2,46,XS,Sage,23,0,5,20,2025-08-12 10:00:00
725,3,46,XL,Black,32,0,5,20,2025-03-27 10:00:00
726,3,46,XL,Sage,11,0,5,20,2025-01-21 10:00:00
727,3,46,XS,Black,18,0,5,20,2025-09-28 10:00:00
728,3,46,XS,Sage,38,0,5,20,2025-08-28 10:00:00
729,5,46,XL,Black,18,0,5,20,2025-02-25 10:00:00
730,5,46,XL,Sage,39,0,5,20,2025-06-08 10:00:00
731,5,46,XS,Black,29,0,5,20,2025-05-02 10:00:00
732,5,46,XS,Sage,40,0,5,20,2025-04-18 10:00:00
733,1,46,XL,Black,32,0,5,20,2025-07-27 10:00:00
734,1,46,XL,Sage,23,0,5,20,2025-02-15 10:00:00
735,1,46,XS,Black,36,0,5,20,2025-10-15 10:00:00
736,1,46,XS,Sage,13,0,5,20,2025-08-15 10:00:00
737,1,47,XS,Sage,8,0,5,20,2025-02-26 10:00:00
738,1,47,XS,White,27,0,5,20,2025-09-18 10:00:00
739,1,47,L,Sage,21,0,5,20,2025-11-22 10:00:00
740,1,47,L,White,37,0,5,20,2025-06-12 10:00:00
741,4,47,XS,Sage,11,0,5,20,2025-04-28 10:00:00
742,4,47,XS,White,37,0,5,20,2025-06-18 10:00:00
743,4,47,L,Sage,38,0,5,20,2025-12-22 10:00:00
744,4,47,L,White,31,0,5,20,2025-12-15 10:00:00
745,3,47,XS,Sage,15,0,5,20,2025-02-25 10:00:00
746,3,47,XS,White,22,0,5,20,2025-01-11 10:00:00
747,3,47,L,Sage,30,0,5,20,2025-11-26 10:00:00
748,3,47,L,White,26,0,5,20,2025-09-17 10:00:00
749,5,47,XS,Sage,31,0,5,20,2025-12-04 10:00:00
750,5,47,XS,White,10,0,5,20,2025-03-16 10:00:00
751,5,47,L,Sage,16,0,5,20,2025-12-24 10:00:00
752,5,47,L,White,34,0,5,20,2025-02-09 10:00:00
753,2,48,L,Rose,34,0,5,20,2025-01-21 10:00:00
754,2,48,L,White,15,0,5,20,2025-08-15 10:00:00
755,2,48,S,Rose,40,0,5,20,2025-03-16 10:00:00
756,2,48,S,White,8,0,5,20,2025-09-24 10:00:00
757,5,48,L,Rose,11,0,5,20,2025-09-14 10:00:00
758,5,48,L,White,38,0,5,20,2025-09-25 10:00:00
759,5,48,S,Rose,19,0,5,20,2025-12-19 10:00:00
760,5,48,S,White,19,0,5,20,2025-12-27 10:00:00
761,1,48,L,Rose,16,0,5,20,2025-02-13 10:00:00
762,1,48,L,White,28,0,5,20,2025-09-13 10:00:00
763,1,48,S,Rose,34,0,5,20,2025-10-23 10:00:00
764,1,48,S,White,23,0,5,20,2025-05-13 10:00:00
765,4,48,L,Rose,29,0,5,20,2025-05-15 10:00:00
766,4,48,L,White,16,0,5,20,2025-03-14 10:00:00
767,4,48,S,Rose,40,0,5,20,2025-05-27 10:00:00
768,4,48,S,White,28,0,5,20,2025-12-24 10:00:00
769,3,48,L,Rose,21,0,5,20,2025-04-07 10:00:00
770,3,48,L,White,26,0,5,20,2025-11-12 10:00:00
771,3,48,S,Rose,16,0,5,20,2025-12-21 10:00:00
772,3,48,S,White,19,0,5,20,2025-09-18 10:00:00
773,3,49,L,Off White,9,0,5,20,2025-07-05 10:00:00
774,3,49,L,Stone,11,0,5,20,2025-11-02 10:00:00
775,3,49,M,Off White,20,0,5,20,2025-05-25 10:00:00
776,3,49,M,Stone,18,0,5,20,2025-05-22 10:00:00
777,1,49,L,Off White,24,0,5,20,2025-03-27 10:00:00
778,1,49,L,Stone,11,0,5,20,2025-12-26 10:00:00
779,1,49,M,Off White,26,0,5,20,2025-04-25 10:00:00
780,1,49,M,Stone,10,0,5,20,2025-06-27 10:00:00
781,2,49,L,Off White,36,0,5,20,2025-02-20 10:00:00
782,2,49,L,Stone,22,0,5,20,2025-12-21 10:00:00
783,2,49,M,Off White,32,0,5,20,2025-04-17 10:00:00
784,2,49,M,Stone,26,0,5,20,2025-12-22 10:00:00
785,5,49,L,Off White,11,0,5,20,2025-07-13 10:00:00
786,5,49,L,Stone,34,0,5,20,2025-11-11 10:00:00
787,5,49,M,Off White,11,0,5,20,2025-01-24 10:00:00
788,5,49,M,Stone,24,0,5,20,2025-04-20 10:00:00
789,4,49,L,Off White,36,0,5,20,2025-04-21 10:00:00
790,4,49,L,Stone,31,0,5,20,2025-10-18 10:00:00
791,4,49,M,Off White,20,0,5,20,2025-12-07 10:00:00
792,4,49,M,Stone,26,0,5,20,2025-08-06 10:00:00
793,1,50,S,Forest Green,16,0,5,20,2025-03-19 10:00:00
794,1,50,S,Stone,24,0,5,20,2025-01-11 10:00:00
795,1,50,M,Forest Green,37,0,5,20,2025-12-05 10:00:00
796,1,50,M,Stone,10,0,5,20,2025-03-11 10:00:00
797,2,50,S,Forest Green,11,0,5,20,2025-11-20 10:00:00
798,2,50,S,Stone,27,0,5,20,2025-08-26 10:00:00
799,2,50,M,Forest Green,30,0,5,20,2025-02-26 10:00:00
800,2,50,M,Stone,28,0,5,20,2025-09-08 10:00:00
801,5,50,S,Forest Green,19,0,5,20,2025-09-03 10:00:00
802,5,50,S,Stone,40,0,5,20,2025-03-14 10:00:00
803,5,50,M,Forest Green,33,0,5,20,2025-02-12 10:00:00
804,5,50,M,Stone,22,0,5,20,2025-04-22 10:00:00
805,3,50,S,Forest Green,29,0,5,20,2025-06-12 10:00:00
806,3,50,S,Stone,26,0,5,20,2025-04-25 10:00:00
807,3,50,M,Forest Green,38,0,5,20,2025-09-27 10:00:00
808,3,50,M,Stone,8,0,5,20,2025-02-22 10:00:00
809,4,50,S,Forest Green,30,0,5,20,2025-08-08 10:00:00
810,4,50,S,Stone,23,0,5,20,2025-01-22 10:00:00
811,4,50,M,Forest Green,28,0,5,20,2025-07-26 10:00:00
812,4,50,M,Stone,15,0,5,20,2025-07-09 10:00:00
813,3,51,XL,Forest Green,28,0,5,20,2025-09-03 10:00:00
814,3,51,XL,Off White,14,0,5,20,2025-03-25 10:00:00
815,3,51,S,Forest Green,8,0,5,20,2025-11-03 10:00:00
816,3,51,S,Off White,21,0,5,20,2025-11-21 10:00:00
817,1,51,XL,Forest Green,21,0,5,20,2025-11-14 10:00:00
818,1,51,XL,Off White,14,0,5,20,2025-04-18 10:00:00
819,1,51,S,Forest Green,35,0,5,20,2025-11-27 10:00:00
820,1,51,S,Off White,12,0,5,20,2025-12-22 10:00:00
821,5,51,XL,Forest Green,17,0,5,20,2025-01-15 10:00:00
822,5,51,XL,Off White,29,0,5,20,2025-01-03 10:00:00
823,5,51,S,Forest Green,12,0,5,20,2025-01-06 10:00:00
824,5,51,S,Off White,24,0,5,20,2025-09-03 10:00:00
825,2,51,XL,Forest Green,22,0,5,20,2025-05-14 10:00:00
826,2,51,XL,Off White,32,0,5,20,2025-08-21 10:00:00
827,2,51,S,Forest Green,33,0,5,20,2025-07-11 10:00:00
828,2,51,S,Off White,9,0,5,20,2025-07-22 10:00:00
829,4,51,XL,Forest Green,15,0,5,20,2025-09-01 10:00:00
830,4,51,XL,Off White,12,0,5,20,2025-12-19 10:00:00
831,4,51,S,Forest Green,10,0,5,20,2025-12-28 10:00:00
832,4,51,S,Off White,12,0,5,20,2025-06-17 10:00:00
833,3,52,S,Forest Green,33,0,5,20,2025-11-01 10:00:00
834,3,52,S,Stone,38,0,5,20,2025-03-18 10:00:00
835,3,52,M,Forest Green,22,0,5,20,2025-03-24 10:00:00
836,3,52,M,Stone,33,0,5,20,2025-09-10 10:00:00
837,5,52,S,Forest Green,17,0,5,20,2025-05-22 10:00:00
838,5,52,S,Stone,31,0,5,20,2025-01-18 10:00:00
839,5,52,M,Forest Green,17,0,5,20,2025-02-02 10:00:00
840,5,52,M,Stone,8,0,5,20,2025-10-20 10:00:00
841,4,52,S,Forest Green,33,0,5,20,2025-09-18 10:00:00
842,4,52,S,Stone,13,0,5,20,2025-05-07 10:00:00
843,4,52,M,Forest Green,30,0,5,20,2025-04-14 10:00:00
844,4,52,M,Stone,40,0,5,20,2025-03-06 10:00:00
845,2,53,S,Stone,37,0,5,20,2025-11-18 10:00:00
846,2,53,S,Off White,12,0,5,20,2025-05-22 10:00:00
